filename,height_px,width_px,filesize_kb,dominant_color_hex,average_contrast,average_brightness,source,folder
2484.jpg,424,424,15,#110f09,24.4671,15.6467,Galaxy Zoo 2,elliptical
248444.jpg,424,424,11,#0a0907,20.4934,9.4327,Galaxy Zoo 2,elliptical
248519.jpg,424,424,11,#080805,18.7278,8.2552,Galaxy Zoo 2,elliptical
24856.jpg,424,424,11,#0c0a07,21.2714,10.9167,Galaxy Zoo 2,elliptical
24859.jpg,424,424,11,#070805,16.9999,7.6709,Galaxy Zoo 2,elliptical
248637.jpg,424,424,12,#070704,12.7073,7.0354,Galaxy Zoo 2,elliptical
248641.jpg,424,424,13,#070704,15.5238,7.3816,Galaxy Zoo 2,elliptical
248718.jpg,424,424,15,#080704,13.6997,7.53,Galaxy Zoo 2,elliptical
248733.jpg,424,424,11,#0a0907,17.1276,9.3576,Galaxy Zoo 2,elliptical
248745.jpg,424,424,14,#0a0704,15.5054,8.0608,Galaxy Zoo 2,elliptical
248791.jpg,424,424,16,#0d0c08,21.2908,12.6032,Galaxy Zoo 2,elliptical
24887.jpg,424,424,11,#050704,12.4757,6.4522,Galaxy Zoo 2,elliptical
248899.jpg,424,424,20,#0c0907,12.472,10.256,Galaxy Zoo 2,elliptical
24890.jpg,424,424,10,#120f0c,30.9183,16.3589,Galaxy Zoo 2,elliptical
24892.jpg,424,424,11,#090804,16.8712,8.6669,Galaxy Zoo 2,elliptical
249.jpg,424,424,14,#130d09,27.818,14.8769,Galaxy Zoo 2,elliptical
24914.jpg,424,424,10,#0b0806,16.8842,8.9497,Galaxy Zoo 2,elliptical
249248.jpg,424,424,13,#080704,13.8728,7.5846,Galaxy Zoo 2,elliptical
24930.jpg,424,424,10,#080805,16.9494,8.4206,Galaxy Zoo 2,elliptical
249389.jpg,424,424,13,#070603,11.9134,6.5655,Galaxy Zoo 2,elliptical
24942.jpg,424,424,14,#080604,13.097,7.1379,Galaxy Zoo 2,elliptical
249497.jpg,424,424,12,#090a09,21.4335,9.9836,Galaxy Zoo 2,elliptical
249623.jpg,424,424,12,#050603,11.5538,6.0586,Galaxy Zoo 2,elliptical
249643.jpg,424,424,10,#060706,16.2835,6.8489,Galaxy Zoo 2,elliptical
24971.jpg,424,424,10,#110c08,22.9804,13.2399,Galaxy Zoo 2,elliptical
249862.jpg,424,424,10,#0a0907,18.5933,9.5321,Galaxy Zoo 2,elliptical
249897.jpg,424,424,16,#0d0c08,21.3121,12.4081,Galaxy Zoo 2,elliptical
249902.jpg,424,424,12,#090805,16.8967,8.345,Galaxy Zoo 2,elliptical
249916.jpg,424,424,13,#1e1d18,25.7494,29.0716,Galaxy Zoo 2,elliptical
24994.jpg,424,424,10,#0b0805,18.544,9.0789,Galaxy Zoo 2,elliptical
25.jpg,424,424,10,#090805,16.319,8.3229,Galaxy Zoo 2,elliptical
250011.jpg,424,424,13,#070605,14.9502,6.8954,Galaxy Zoo 2,elliptical
250094.jpg,424,424,11,#0f0d08,20.6413,13.5351,Galaxy Zoo 2,elliptical
2501.jpg,424,424,12,#0c0c09,20.2313,12.2649,Galaxy Zoo 2,elliptical
250124.jpg,424,424,18,#1b120c,18.2803,20.4498,Galaxy Zoo 2,elliptical
25014.jpg,424,424,15,#0f0d08,20.9256,13.3397,Galaxy Zoo 2,elliptical
25016.jpg,424,424,13,#090806,18.8937,8.7608,Galaxy Zoo 2,elliptical
250201.jpg,424,424,11,#100c09,23.5408,12.9802,Galaxy Zoo 2,elliptical
250250.jpg,424,424,12,#060604,11.9127,6.1951,Galaxy Zoo 2,elliptical
250255.jpg,424,424,14,#070804,13.7899,7.8409,Galaxy Zoo 2,elliptical
250256.jpg,424,424,19,#080704,10.7637,7.4819,Galaxy Zoo 2,elliptical
250269.jpg,424,424,10,#080804,16.0598,8.2686,Galaxy Zoo 2,elliptical
250348.jpg,424,424,17,#15140f,21.1669,20.364,Galaxy Zoo 2,elliptical
250442.jpg,424,424,12,#0b0a06,20.0119,10.3867,Galaxy Zoo 2,elliptical
25056.jpg,424,424,9,#070808,18.5861,8.1788,Galaxy Zoo 2,elliptical
25063.jpg,424,424,11,#110f09,22.9895,15.3532,Galaxy Zoo 2,elliptical
25076.jpg,424,424,9,#0a0907,21.1762,9.5785,Galaxy Zoo 2,elliptical
2508.jpg,424,424,15,#090905,15.0177,9.2636,Galaxy Zoo 2,elliptical
250843.jpg,424,424,17,#0c0b09,22.385,11.4183,Galaxy Zoo 2,elliptical
250855.jpg,424,424,18,#080705,15.0769,7.6789,Galaxy Zoo 2,elliptical
250861.jpg,424,424,14,#090805,12.8941,8.488,Galaxy Zoo 2,elliptical
25087.jpg,424,424,9,#070705,19.2302,7.4113,Galaxy Zoo 2,elliptical
250916.jpg,424,424,12,#0f0e0b,26.8359,14.6761,Galaxy Zoo 2,elliptical
250921.jpg,424,424,17,#060704,11.2339,7.0662,Galaxy Zoo 2,elliptical
250945.jpg,424,424,11,#0b0b08,22.5628,11.4172,Galaxy Zoo 2,elliptical
25102.jpg,424,424,14,#060704,11.3437,6.7388,Galaxy Zoo 2,elliptical
251062.jpg,424,424,14,#0a0a07,19.0368,10.1307,Galaxy Zoo 2,elliptical
251143.jpg,424,424,10,#080808,17.0102,8.5108,Galaxy Zoo 2,elliptical
25116.jpg,424,424,11,#060905,17.2065,8.0143,Galaxy Zoo 2,elliptical
25120.jpg,424,424,11,#050603,13.5012,5.9686,Galaxy Zoo 2,elliptical
251205.jpg,424,424,16,#080804,13.3147,7.7641,Galaxy Zoo 2,elliptical
25135.jpg,424,424,12,#0a0806,16.5731,8.9699,Galaxy Zoo 2,elliptical
251428.jpg,424,424,10,#080908,18.6886,9.1467,Galaxy Zoo 2,elliptical
251623.jpg,424,424,12,#040603,11.2241,5.4681,Galaxy Zoo 2,elliptical
251674.jpg,424,424,15,#090706,11.279,7.7714,Galaxy Zoo 2,elliptical
251762.jpg,424,424,15,#0a0906,18.6281,9.4744,Galaxy Zoo 2,elliptical
25180.jpg,424,424,15,#0b0b07,19.2027,11.0884,Galaxy Zoo 2,elliptical
25190.jpg,424,424,12,#0f0d0a,20.5821,13.6785,Galaxy Zoo 2,elliptical
251941.jpg,424,424,16,#070604,11.2081,6.6916,Galaxy Zoo 2,elliptical
251982.jpg,424,424,15,#070603,9.7968,6.4502,Galaxy Zoo 2,elliptical
252071.jpg,424,424,10,#0c0909,22.3166,10.6334,Galaxy Zoo 2,elliptical
252089.jpg,424,424,12,#050503,12.0663,5.2552,Galaxy Zoo 2,elliptical
252091.jpg,424,424,13,#060704,14.3494,6.6137,Galaxy Zoo 2,elliptical
25211.jpg,424,424,12,#0a0905,17.6947,9.1975,Galaxy Zoo 2,elliptical
252184.jpg,424,424,9,#0c0c0c,26.4469,12.7122,Galaxy Zoo 2,elliptical
252202.jpg,424,424,16,#070604,13.4385,6.6124,Galaxy Zoo 2,elliptical
252224.jpg,424,424,11,#070604,15.2614,6.5987,Galaxy Zoo 2,elliptical
252228.jpg,424,424,14,#060604,11.7134,6.1979,Galaxy Zoo 2,elliptical
252233.jpg,424,424,10,#0c0a06,21.5026,10.8286,Galaxy Zoo 2,elliptical
252242.jpg,424,424,10,#080706,16.1347,7.8147,Galaxy Zoo 2,elliptical
252269.jpg,424,424,15,#100e0a,17.5862,14.8838,Galaxy Zoo 2,elliptical
252348.jpg,424,424,11,#040503,11.9044,4.983,Galaxy Zoo 2,elliptical
252412.jpg,424,424,11,#0c0a07,20.7752,10.577,Galaxy Zoo 2,elliptical
252624.jpg,424,424,17,#0a0905,15.2253,9.5614,Galaxy Zoo 2,elliptical
252646.jpg,424,424,13,#0a0c09,18.1375,11.4946,Galaxy Zoo 2,elliptical
25279.jpg,424,424,19,#0b0906,16.6971,9.8266,Galaxy Zoo 2,elliptical
252844.jpg,424,424,11,#0c0a06,19.4026,10.7973,Galaxy Zoo 2,elliptical
252901.jpg,424,424,15,#080a08,14.5181,9.9909,Galaxy Zoo 2,elliptical
252941.jpg,424,424,11,#0a0907,19.1443,9.384,Galaxy Zoo 2,elliptical
252953.jpg,424,424,15,#060603,10.6724,6.0904,Galaxy Zoo 2,elliptical
252990.jpg,424,424,14,#0d0a07,21.7417,10.9873,Galaxy Zoo 2,elliptical
253012.jpg,424,424,11,#0a0a07,19.8747,10.0333,Galaxy Zoo 2,elliptical
25318.jpg,424,424,9,#0b0a09,22.1467,10.9422,Galaxy Zoo 2,elliptical
253300.jpg,424,424,12,#130e0a,22.4361,15.3132,Galaxy Zoo 2,elliptical
253305.jpg,424,424,17,#0a0806,17.6709,9.2316,Galaxy Zoo 2,elliptical
253343.jpg,424,424,12,#070705,15.437,7.6348,Galaxy Zoo 2,elliptical
253434.jpg,424,424,14,#090905,14.8311,9.2386,Galaxy Zoo 2,elliptical
25355.jpg,424,424,17,#0b0b08,20.4596,10.9943,Galaxy Zoo 2,elliptical
253830.jpg,424,424,15,#050503,8.7031,5.3508,Galaxy Zoo 2,elliptical
253887.jpg,424,424,13,#0c0906,19.6605,10.0699,Galaxy Zoo 2,elliptical
25390.jpg,424,424,13,#0e0b07,21.2067,11.9243,Galaxy Zoo 2,elliptical
253900.jpg,424,424,13,#070706,17.2097,7.4993,Galaxy Zoo 2,elliptical
253921.jpg,424,424,16,#0a0a07,17.5501,10.0384,Galaxy Zoo 2,elliptical
253947.jpg,424,424,14,#060805,13.1931,7.3252,Galaxy Zoo 2,elliptical
253994.jpg,424,424,19,#0e0c08,19.7811,12.9528,Galaxy Zoo 2,elliptical
254082.jpg,424,424,18,#140c08,22.4868,14.6203,Galaxy Zoo 2,elliptical
254095.jpg,424,424,18,#090705,10.145,7.5103,Galaxy Zoo 2,elliptical
254113.jpg,424,424,15,#0a0a05,13.8081,9.6829,Galaxy Zoo 2,elliptical
254122.jpg,424,424,15,#0b0907,15.831,9.9381,Galaxy Zoo 2,elliptical
25413.jpg,424,424,9,#0b0b08,22.7468,10.9973,Galaxy Zoo 2,elliptical
254196.jpg,424,424,11,#090804,17.1028,8.409,Galaxy Zoo 2,elliptical
2543.jpg,424,424,12,#110f0b,25.45,15.6893,Galaxy Zoo 2,elliptical
254337.jpg,424,424,22,#0b0a06,11.022,10.3587,Galaxy Zoo 2,elliptical
254419.jpg,424,424,15,#0f1009,19.351,15.2497,Galaxy Zoo 2,elliptical
254440.jpg,424,424,15,#0f0c08,16.4796,12.8999,Galaxy Zoo 2,elliptical
254486.jpg,424,424,13,#0a0908,17.2646,9.6758,Galaxy Zoo 2,elliptical
254569.jpg,424,424,13,#060605,11.2048,6.489,Galaxy Zoo 2,elliptical
254588.jpg,424,424,16,#080905,13.3524,8.5738,Galaxy Zoo 2,elliptical
254595.jpg,424,424,17,#0d0905,17.2418,10.4169,Galaxy Zoo 2,elliptical
25465.jpg,424,424,10,#0e0e0a,27.4397,14.0831,Galaxy Zoo 2,elliptical
254675.jpg,424,424,19,#070804,11.2963,7.7853,Galaxy Zoo 2,elliptical
25471.jpg,424,424,9,#0f0d0b,26.0777,14.2108,Galaxy Zoo 2,elliptical
254961.jpg,424,424,15,#060503,10.0195,5.8135,Galaxy Zoo 2,elliptical
255005.jpg,424,424,12,#070804,13.7388,7.5215,Galaxy Zoo 2,elliptical
255078.jpg,424,424,12,#090906,18.9872,9.1975,Galaxy Zoo 2,elliptical
255106.jpg,424,424,17,#080804,13.3599,8.3611,Galaxy Zoo 2,elliptical
255146.jpg,424,424,9,#0b0a0a,21.7073,10.8315,Galaxy Zoo 2,elliptical
255243.jpg,424,424,14,#060503,11.1748,5.6649,Galaxy Zoo 2,elliptical
255253.jpg,424,424,13,#0d0c0a,25.252,12.6375,Galaxy Zoo 2,elliptical
255376.jpg,424,424,13,#0a0705,12.8127,8.3805,Galaxy Zoo 2,elliptical
255602.jpg,424,424,15,#080603,10.6735,6.8334,Galaxy Zoo 2,elliptical
255660.jpg,424,424,9,#0b0b0b,24.1087,11.7794,Galaxy Zoo 2,elliptical
255672.jpg,424,424,15,#050604,10.6372,5.8751,Galaxy Zoo 2,elliptical
255680.jpg,424,424,10,#0b0a08,23.6791,10.5196,Galaxy Zoo 2,elliptical
255696.jpg,424,424,12,#060604,13.318,6.5073,Galaxy Zoo 2,elliptical
255735.jpg,424,424,13,#060704,13.6491,6.4941,Galaxy Zoo 2,elliptical
25575.jpg,424,424,15,#0c0b06,20.3554,11.3305,Galaxy Zoo 2,elliptical
25579.jpg,424,424,11,#0b0a07,22.0414,10.505,Galaxy Zoo 2,elliptical
255804.jpg,424,424,13,#070705,13.2137,7.2759,Galaxy Zoo 2,elliptical
255805.jpg,424,424,15,#090704,12.8482,7.617,Galaxy Zoo 2,elliptical
256168.jpg,424,424,12,#0a0805,14.4115,8.6148,Galaxy Zoo 2,elliptical
256191.jpg,424,424,10,#080907,17.7434,8.9566,Galaxy Zoo 2,elliptical
256195.jpg,424,424,13,#070604,12.3334,6.5925,Galaxy Zoo 2,elliptical
25633.jpg,424,424,13,#090804,14.946,8.2433,Galaxy Zoo 2,elliptical
256369.jpg,424,424,9,#080705,18.0767,7.1792,Galaxy Zoo 2,elliptical
256379.jpg,424,424,8,#090907,21.5136,9.3733,Galaxy Zoo 2,elliptical
256509.jpg,424,424,13,#060604,13.389,6.5809,Galaxy Zoo 2,elliptical
256530.jpg,424,424,10,#0b0a08,22.0675,10.7539,Galaxy Zoo 2,elliptical
256599.jpg,424,424,14,#080704,12.536,7.5026,Galaxy Zoo 2,elliptical
256683.jpg,424,424,17,#0d0907,16.7631,10.4875,Galaxy Zoo 2,elliptical
25673.jpg,424,424,13,#070706,15.1636,7.4367,Galaxy Zoo 2,elliptical
25682.jpg,424,424,9,#15130e,33.8223,19.79,Galaxy Zoo 2,elliptical
256827.jpg,424,424,13,#080704,14.0421,7.149,Galaxy Zoo 2,elliptical
25689.jpg,424,424,17,#080704,13.4362,7.4622,Galaxy Zoo 2,elliptical
256938.jpg,424,424,15,#070704,14.171,7.6038,Galaxy Zoo 2,elliptical
25710.jpg,424,424,13,#0a0906,20.9493,9.7531,Galaxy Zoo 2,elliptical
257116.jpg,424,424,10,#070605,15.1213,6.6795,Galaxy Zoo 2,elliptical
257185.jpg,424,424,12,#0c0b09,22.0956,11.382,Galaxy Zoo 2,elliptical
25722.jpg,424,424,11,#090906,18.3797,9.013,Galaxy Zoo 2,elliptical
257259.jpg,424,424,9,#0b0b09,23.2299,11.4449,Galaxy Zoo 2,elliptical
257292.jpg,424,424,9,#0a0805,19.0809,8.7734,Galaxy Zoo 2,elliptical
257568.jpg,424,424,17,#090a05,13.689,9.7005,Galaxy Zoo 2,elliptical
257687.jpg,424,424,21,#100d0b,20.9442,14.0185,Galaxy Zoo 2,elliptical
257702.jpg,424,424,15,#100b06,20.3544,12.4582,Galaxy Zoo 2,elliptical
257745.jpg,424,424,11,#0a0905,17.9928,9.408,Galaxy Zoo 2,elliptical
257794.jpg,424,424,12,#0a0a08,17.6271,10.2355,Galaxy Zoo 2,elliptical
257857.jpg,424,424,13,#0a0704,14.7299,8.047,Galaxy Zoo 2,elliptical
257898.jpg,424,424,15,#070604,14.9954,7.0055,Galaxy Zoo 2,elliptical
257940.jpg,424,424,15,#070704,14.6422,7.242,Galaxy Zoo 2,elliptical
258018.jpg,424,424,10,#0d0b09,21.7001,11.6716,Galaxy Zoo 2,elliptical
258054.jpg,424,424,12,#0a0907,19.432,9.8215,Galaxy Zoo 2,elliptical
25809.jpg,424,424,15,#0c0b09,23.38,11.4895,Galaxy Zoo 2,elliptical
25817.jpg,424,424,15,#0a0705,13.1811,8.4747,Galaxy Zoo 2,elliptical
25818.jpg,424,424,12,#080804,14.5735,7.9016,Galaxy Zoo 2,elliptical
25819.jpg,424,424,14,#0b0b07,22.2093,10.8956,Galaxy Zoo 2,elliptical
25821.jpg,424,424,12,#0b0a07,23.9293,10.7742,Galaxy Zoo 2,elliptical
25828.jpg,424,424,10,#120e0b,25.3239,15.1841,Galaxy Zoo 2,elliptical
2583.jpg,424,424,13,#0d0b07,17.9383,11.3319,Galaxy Zoo 2,elliptical
258392.jpg,424,424,16,#090805,11.9859,8.6678,Galaxy Zoo 2,elliptical
258430.jpg,424,424,18,#0a0906,12.9809,9.8036,Galaxy Zoo 2,elliptical
258447.jpg,424,424,15,#080704,12.4467,7.5828,Galaxy Zoo 2,elliptical
25861.jpg,424,424,16,#090906,13.9248,9.4418,Galaxy Zoo 2,elliptical
258679.jpg,424,424,13,#0b0906,15.818,10.0117,Galaxy Zoo 2,elliptical
258702.jpg,424,424,13,#070605,12.4765,6.7651,Galaxy Zoo 2,elliptical
258738.jpg,424,424,17,#080605,10.7532,7.2506,Galaxy Zoo 2,elliptical
258873.jpg,424,424,15,#090805,13.0478,8.4421,Galaxy Zoo 2,elliptical
2589.jpg,424,424,10,#15120d,31.7985,18.8151,Galaxy Zoo 2,elliptical
259010.jpg,424,424,12,#0f0c09,22.9008,13.0203,Galaxy Zoo 2,elliptical
259016.jpg,424,424,14,#080705,13.5937,7.8298,Galaxy Zoo 2,elliptical
259112.jpg,424,424,14,#0a0704,13.6485,7.8978,Galaxy Zoo 2,elliptical
259161.jpg,424,424,14,#090805,15.5611,8.6096,Galaxy Zoo 2,elliptical
259247.jpg,424,424,12,#070806,15.1949,7.8723,Galaxy Zoo 2,elliptical
259268.jpg,424,424,13,#060604,12.7742,6.0964,Galaxy Zoo 2,elliptical
259279.jpg,424,424,13,#070603,12.4995,6.7336,Galaxy Zoo 2,elliptical
259293.jpg,424,424,10,#0a0a09,22.9223,10.4889,Galaxy Zoo 2,elliptical
259446.jpg,424,424,16,#080705,13.7762,7.72,Galaxy Zoo 2,elliptical
25959.jpg,424,424,10,#0c0c08,21.5022,11.7459,Galaxy Zoo 2,elliptical
2596.jpg,424,424,16,#0b0805,11.89,9.0344,Galaxy Zoo 2,elliptical
259644.jpg,424,424,12,#0b0906,18.9915,9.9121,Galaxy Zoo 2,elliptical
259713.jpg,424,424,10,#080807,19.6331,8.8376,Galaxy Zoo 2,elliptical
259742.jpg,424,424,8,#0c0c0a,27.3654,12.3684,Galaxy Zoo 2,elliptical
259749.jpg,424,424,14,#0a0805,14.7523,8.9734,Galaxy Zoo 2,elliptical
259813.jpg,424,424,17,#0b0a07,17.0638,10.4633,Galaxy Zoo 2,elliptical
259890.jpg,424,424,17,#0b0b07,20.4352,11.2006,Galaxy Zoo 2,elliptical
259900.jpg,424,424,12,#0d0b06,21.4732,11.4125,Galaxy Zoo 2,elliptical
2600.jpg,424,424,11,#0c0e0d,25.8809,13.7847,Galaxy Zoo 2,elliptical
260028.jpg,424,424,17,#060606,8.3236,6.5287,Galaxy Zoo 2,elliptical
260108.jpg,424,424,19,#1d0909,15.527,15.8038,Galaxy Zoo 2,elliptical
260112.jpg,424,424,17,#070705,10.2028,7.3166,Galaxy Zoo 2,elliptical
260134.jpg,424,424,14,#090b05,17.1769,10.1879,Galaxy Zoo 2,elliptical
260137.jpg,424,424,11,#120f0b,27.0318,15.9644,Galaxy Zoo 2,elliptical
260149.jpg,424,424,13,#060705,13.8741,7.3498,Galaxy Zoo 2,elliptical
260174.jpg,424,424,14,#080805,16.8869,8.3395,Galaxy Zoo 2,elliptical
26018.jpg,424,424,13,#060604,12.7821,6.3535,Galaxy Zoo 2,elliptical
260189.jpg,424,424,15,#0b0b09,21.748,11.0864,Galaxy Zoo 2,elliptical
260284.jpg,424,424,20,#0d0b09,16.9546,11.9362,Galaxy Zoo 2,elliptical
260314.jpg,424,424,15,#090705,15.225,7.8765,Galaxy Zoo 2,elliptical
26058.jpg,424,424,13,#070604,12.8175,6.5362,Galaxy Zoo 2,elliptical
26059.jpg,424,424,18,#0e0b08,20.2855,12.0259,Galaxy Zoo 2,elliptical
260614.jpg,424,424,14,#0a0804,13.491,8.4683,Galaxy Zoo 2,elliptical
26067.jpg,424,424,10,#0b0b0a,20.2138,10.9393,Galaxy Zoo 2,elliptical
260720.jpg,424,424,12,#0a0a0a,23.1959,10.6687,Galaxy Zoo 2,elliptical
260734.jpg,424,424,15,#080704,12.5519,7.3369,Galaxy Zoo 2,elliptical
26076.jpg,424,424,15,#0a0905,18.5965,9.3267,Galaxy Zoo 2,elliptical
260769.jpg,424,424,12,#080705,14.177,7.3242,Galaxy Zoo 2,elliptical
260796.jpg,424,424,12,#050503,10.2265,5.4058,Galaxy Zoo 2,elliptical
260800.jpg,424,424,12,#0b0907,18.0115,9.6442,Galaxy Zoo 2,elliptical
2609.jpg,424,424,11,#0d0d08,21.9763,12.7726,Galaxy Zoo 2,elliptical
260905.jpg,424,424,14,#080706,16.0999,7.8804,Galaxy Zoo 2,elliptical
260931.jpg,424,424,12,#070706,15.7539,7.4298,Galaxy Zoo 2,elliptical
261000.jpg,424,424,15,#0d0905,14.3741,9.9924,Galaxy Zoo 2,elliptical
261019.jpg,424,424,12,#0c0a07,17.7033,10.8952,Galaxy Zoo 2,elliptical
261036.jpg,424,424,17,#0e0d06,16.8445,12.8053,Galaxy Zoo 2,elliptical
261112.jpg,424,424,10,#090806,17.2595,8.5126,Galaxy Zoo 2,elliptical
26113.jpg,424,424,8,#0c0c08,25.5696,11.8968,Galaxy Zoo 2,elliptical
261160.jpg,424,424,15,#080804,13.6546,7.8633,Galaxy Zoo 2,elliptical
261178.jpg,424,424,15,#0a0908,19.0381,9.9329,Galaxy Zoo 2,elliptical
261209.jpg,424,424,12,#070706,15.1915,7.8636,Galaxy Zoo 2,elliptical
26138.jpg,424,424,10,#090908,18.5106,9.2802,Galaxy Zoo 2,elliptical
261380.jpg,424,424,13,#070603,11.6608,6.7404,Galaxy Zoo 2,elliptical
261532.jpg,424,424,10,#090907,20.3905,9.5024,Galaxy Zoo 2,elliptical
261539.jpg,424,424,11,#080705,15.1507,7.7307,Galaxy Zoo 2,elliptical
261570.jpg,424,424,10,#090806,17.7426,8.8015,Galaxy Zoo 2,elliptical
261719.jpg,424,424,11,#090908,20.0713,9.5714,Galaxy Zoo 2,elliptical
26181.jpg,424,424,14,#0a0a08,18.3103,10.0543,Galaxy Zoo 2,elliptical
261978.jpg,424,424,11,#090905,16.6104,9.4224,Galaxy Zoo 2,elliptical
261993.jpg,424,424,14,#060603,10.1042,6.1175,Galaxy Zoo 2,elliptical
262002.jpg,424,424,13,#100a06,16.4808,11.6889,Galaxy Zoo 2,elliptical
262066.jpg,424,424,12,#090804,16.5109,8.5864,Galaxy Zoo 2,elliptical
262096.jpg,424,424,10,#070604,15.9891,6.696,Galaxy Zoo 2,elliptical
26215.jpg,424,424,8,#0b0c0a,27.6979,11.9094,Galaxy Zoo 2,elliptical
262178.jpg,424,424,14,#070604,13.4686,6.9443,Galaxy Zoo 2,elliptical
26219.jpg,424,424,11,#13100d,28.5765,17.0864,Galaxy Zoo 2,elliptical
262202.jpg,424,424,11,#080705,17.888,7.9125,Galaxy Zoo 2,elliptical
2623.jpg,424,424,14,#060705,12.9472,6.8524,Galaxy Zoo 2,elliptical
262345.jpg,424,424,10,#0a0a09,22.8967,10.2859,Galaxy Zoo 2,elliptical
262347.jpg,424,424,9,#050403,13.034,4.8811,Galaxy Zoo 2,elliptical
262348.jpg,424,424,14,#0f0c0d,21.9726,13.5252,Galaxy Zoo 2,elliptical
26236.jpg,424,424,11,#120f09,22.7192,15.6505,Galaxy Zoo 2,elliptical
262374.jpg,424,424,14,#050503,9.3285,5.3446,Galaxy Zoo 2,elliptical
262381.jpg,424,424,17,#0b0a07,19.9072,10.3593,Galaxy Zoo 2,elliptical
2625.jpg,424,424,12,#0a0906,16.5073,9.4947,Galaxy Zoo 2,elliptical
26259.jpg,424,424,11,#110e0a,20.6538,14.7197,Galaxy Zoo 2,elliptical
26274.jpg,424,424,9,#0b0a08,21.3084,10.6564,Galaxy Zoo 2,elliptical
262761.jpg,424,424,9,#070705,17.2949,7.2927,Galaxy Zoo 2,elliptical
262823.jpg,424,424,10,#13100f,32.6152,17.5235,Galaxy Zoo 2,elliptical
262978.jpg,424,424,16,#090a07,16.9747,9.6139,Galaxy Zoo 2,elliptical
262999.jpg,424,424,19,#0a0905,13.1517,9.4029,Galaxy Zoo 2,elliptical
2631.jpg,424,424,13,#090906,16.5991,9.3926,Galaxy Zoo 2,elliptical
26313.jpg,424,424,9,#080705,17.1443,7.893,Galaxy Zoo 2,elliptical
263143.jpg,424,424,13,#1a120f,26.6921,20.5721,Galaxy Zoo 2,elliptical
263178.jpg,424,424,12,#060604,15.219,6.7451,Galaxy Zoo 2,elliptical
263211.jpg,424,424,14,#080705,13.022,7.7099,Galaxy Zoo 2,elliptical
263303.jpg,424,424,19,#0d0906,15.7929,9.9459,Galaxy Zoo 2,elliptical
26332.jpg,424,424,9,#13100c,27.5118,17.1692,Galaxy Zoo 2,elliptical
263352.jpg,424,424,15,#090a08,18.9997,9.8676,Galaxy Zoo 2,elliptical
263366.jpg,424,424,20,#0e0a07,18.3637,11.2971,Galaxy Zoo 2,elliptical
2634.jpg,424,424,15,#090905,16.654,9.058,Galaxy Zoo 2,elliptical
263402.jpg,424,424,17,#090804,11.8231,8.043,Galaxy Zoo 2,elliptical
263461.jpg,424,424,12,#090b09,21.6736,10.3012,Galaxy Zoo 2,elliptical
263504.jpg,424,424,17,#080704,12.8247,7.2884,Galaxy Zoo 2,elliptical
263512.jpg,424,424,13,#040503,8.6256,4.8833,Galaxy Zoo 2,elliptical
263547.jpg,424,424,14,#070805,14.5735,8.0768,Galaxy Zoo 2,elliptical
263651.jpg,424,424,11,#080705,17.1345,7.3543,Galaxy Zoo 2,elliptical
26380.jpg,424,424,14,#0d0b07,19.7399,11.8654,Galaxy Zoo 2,elliptical
263880.jpg,424,424,13,#0a0805,15.8438,8.7723,Galaxy Zoo 2,elliptical
26389.jpg,424,424,11,#0f0e0b,29.4893,14.3399,Galaxy Zoo 2,elliptical
263944.jpg,424,424,10,#0f0d0c,27.3426,13.6974,Galaxy Zoo 2,elliptical
264.jpg,424,424,15,#070705,12.6496,7.5364,Galaxy Zoo 2,elliptical
264078.jpg,424,424,13,#050503,12.1267,5.4956,Galaxy Zoo 2,elliptical
26414.jpg,424,424,13,#060503,10.6925,5.8799,Galaxy Zoo 2,elliptical
264304.jpg,424,424,15,#0a0804,14.6494,8.3599,Galaxy Zoo 2,elliptical
26433.jpg,424,424,8,#090806,20.9732,9.0994,Galaxy Zoo 2,elliptical
264340.jpg,424,424,11,#080704,15.7485,7.7752,Galaxy Zoo 2,elliptical
264389.jpg,424,424,9,#0d0c0a,26.7878,12.8762,Galaxy Zoo 2,elliptical
264391.jpg,424,424,14,#100e0a,21.3488,14.4558,Galaxy Zoo 2,elliptical
26440.jpg,424,424,10,#0e0e09,28.8789,13.8488,Galaxy Zoo 2,elliptical
264481.jpg,424,424,13,#070603,13.2594,6.7488,Galaxy Zoo 2,elliptical
264507.jpg,424,424,10,#140f0b,32.3596,16.6491,Galaxy Zoo 2,elliptical
264521.jpg,424,424,13,#080907,19.5871,8.7897,Galaxy Zoo 2,elliptical
264544.jpg,424,424,13,#070703,12.0709,6.72,Galaxy Zoo 2,elliptical
264609.jpg,424,424,11,#070604,15.7016,6.983,Galaxy Zoo 2,elliptical
264645.jpg,424,424,12,#070603,12.919,6.5074,Galaxy Zoo 2,elliptical
264714.jpg,424,424,12,#0a0905,17.7006,9.5064,Galaxy Zoo 2,elliptical
264760.jpg,424,424,16,#0d0807,18.0583,10.0319,Galaxy Zoo 2,elliptical
264770.jpg,424,424,12,#070604,14.6169,7.0124,Galaxy Zoo 2,elliptical
264795.jpg,424,424,15,#0a0805,14.5029,8.7399,Galaxy Zoo 2,elliptical
26480.jpg,424,424,17,#0a0a07,19.0279,10.3497,Galaxy Zoo 2,elliptical
264868.jpg,424,424,11,#090807,19.1664,8.865,Galaxy Zoo 2,elliptical
